fiscal_year,ministry,department,state,district,scheme,allocated_budget,released_budget,spent_budget,quarter,month,vendor_name,project_cost,invoice_amount,utilization_pct,anomaly_type
2020-21,Social Justice,Directorate of Social Justice,Maharashtra,Aurangabad,Ambedkar Social Innovation,429071333.66,313751476.03,221469772.2,Q3,11,NCC Limited,399822024.87,382015960.79,51.62,normal
2020-21,Education,Directorate of Education,Madhya Pradesh,Jabalpur,National Scholarship Portal,492051757.19,452249109.13,413511600.23,Q1,5,Shapoorji Pallonji,270900206.65,644235103.09,84.04,inflated
2020-21,Power & Energy,Directorate of Power,Bihar,Begusarai,SAUBHAGYA,321488287.56,204080221.41,9554232.6,Q3,10,NIIT Technologies,273265044.43,9395023.12,2.97,low_utilization
2022-23,Women & Child Development,Directorate of Women,Punjab,Patiala,PM Matru Vandana Yojana,73429765.65,55246544.29,51479041.09,Q4,2,Ganesh Construction Pvt Ltd,64353906.75,63167791.04,70.11,repeat_vendor
2023-24,Social Justice,Directorate of Social Justice,Telangana,Hyderabad,PM SVANidhi,305632298.45,272284327.2,345700031.13,Q3,11,KEC International,290350683.53,354527271.2,113.11,overspent
2023-24,Urban Development,Directorate of Urban Development,West Bengal,Jalpaiguri,AMRUT 2.0,169365894.94,110761060.42,11919884.78,Q2,9,Larsen & Toubro Ltd,143961010.7,12017845.55,7.04,low_utilization
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Howrah,RKVY,110488746.54,83315394.89,54786883.24,Q4,2,IRB Infrastructure,89647959.45,88672660.24,49.59,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Odisha,Cuttack,PMGSY,328540919.83,283601043.0,267093016.86,Q2,8,M/s Shiv Enterprises,308542872.8,300932222.83,81.3,repeat_vendor
2021-22,Women & Child Development,Directorate of Women,Telangana,Warangal,PM Matru Vandana Yojana,451792354.94,314908866.71,14458903.65,Q4,3,Hindustan Construction Co,384023501.7,14016607.58,3.2,low_utilization
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,West Bengal,Malda,Soil Health Card,89786813.83,87473739.8,62474979.8,Q3,11,NIIT Technologies,75033801.84,73068561.08,69.58,normal
2023-24,Education,Directorate of Education,Karnataka,Ballari,PM POSHAN,357984758.56,257898470.82,214785650.29,Q1,5,WAPCOS Ltd,342035618.64,308794790.92,60.0,normal
2022-23,Women & Child Development,Directorate of Women,Rajasthan,Jaipur,POSHAN 2.0,350327544.47,320524497.24,273431948.51,Q3,10,Shapoorji Pallonji,173632100.0,410722887.01,78.05,inflated
2022-23,Health & Family Welfare,Directorate of Health,Karnataka,Mangaluru,Ayushman Bharat,284054698.87,247634246.53,219494860.63,Q4,1,Tata Projects Ltd,116757540.8,373136330.96,77.27,inflated
2022-23,Health & Family Welfare,Directorate of Health,Tamil Nadu,Erode,Ayushman Bharat,102357115.21,99378894.61,85608448.97,Q3,12,BHEL,96131392.68,99444955.72,83.64,normal
2020-21,Water Resources,Directorate of Water Resources,Gujarat,Surat,National River Conservation Plan,97353266.74,75729512.38,7442485.05,Q2,7,Hindustan Construction Co,82750276.73,7483357.26,7.64,low_utilization
2019-20,Rural Development,Directorate of Rural Development,Gujarat,Anand,MGNREGS,169521583.6,122335650.33,6590038.97,Q3,10,Kaveri Seeds,144093346.06,6694203.01,3.89,low_utilization
2019-20,Social Justice,Directorate of Social Justice,Rajasthan,Kota,PM SVANidhi,327261931.86,313204507.25,208173424.7,Q2,8,Dilip Buildcon Ltd,262749782.43,261409553.13,63.61,normal
2020-21,Rural Development,Directorate of Rural Development,Maharashtra,Kolhapur,Shyama Prasad Mukherji Rurban Mission,57975661.3,50576574.79,33896179.46,Q1,4,PNC Infratech,51322507.34,52437650.71,58.47,normal
2023-24,Power & Energy,Directorate of Power,Tamil Nadu,Coimbatore,RDSS,418377119.05,377729931.23,320417464.82,Q2,8,Sri Ram Suppliers,339991813.48,332304372.73,76.59,repeat_vendor
2020-21,Power & Energy,Directorate of Power,Rajasthan,Ajmer,RDSS,462912089.77,336995834.31,310426188.78,Q4,1,Educomp Solutions,442327466.58,399131778.32,67.06,normal
2020-21,Women & Child Development,Directorate of Women,Maharashtra,Mumbai,POSHAN 2.0,326226140.14,271826120.21,245147188.62,Q1,6,Ganesh Construction Pvt Ltd,306153989.28,297157967.15,75.15,repeat_vendor
2020-21,Rural Development,Directorate of Rural Development,Karnataka,Tumkur,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,346145111.26,311812933.94,263748822.86,Q2,9,IRB Infrastructure,320335953.98,325905780.82,76.2,normal
2020-21,Water Resources,Directorate of Water Resources,West Bengal,Kolkata,Dam Rehabilitation,493315158.86,455716743.44,420419755.41,Q2,7,NBCC India Ltd,247401573.34,606109710.74,85.22,inflated
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Bhopal,Bharatmala,422047065.57,379632587.93,296854430.54,Q2,9,M/s Shiv Enterprises,173379265.45,400483615.33,70.34,inflated
2023-24,Infrastructure & Roads,Directorate of Infrastructure,West Bengal,Durgapur,Setu Bharatam,53106128.69,45164690.2,31641234.56,Q4,1,Tata Projects Ltd,47636849.54,43702510.84,59.58,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Gurdaspur,AMRUT,100176946.38,90044323.12,128596403.12,Q3,11,Apollo Hospitals,95168099.06,131525598.53,128.37,overspent
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Firozpur,Bharatmala,236024139.66,224066419.47,156035643.64,Q2,7,Kaveri Seeds,197224639.52,188551244.66,66.11,normal
2021-22,Women & Child Development,Directorate of Women,Punjab,Patiala,Mission Shakti,64478670.58,39841081.42,1666960.4,Q2,8,Kaveri Seeds,54806869.99,1637122.68,2.59,low_utilization
2023-24,Education,Directorate of Education,Tamil Nadu,Tiruchirappalli,Eklavya Model School,476427310.94,436228417.92,375396856.92,Q2,9,Ganesh Construction Pvt Ltd,198810671.1,596384948.69,78.79,inflated
2021-22,Women & Child Development,Directorate of Women,Bihar,Begusarai,PM Matru Vandana Yojana,214627072.93,171608572.17,138756201.22,Q1,6,Balaji Trading Co,209983514.39,211910567.37,64.65,repeat_vendor
2019-20,Education,Directorate of Education,Odisha,Bhubaneswar,National Scholarship Portal,367004674.6,300648519.26,233358104.27,Q1,5,KEC International,326813359.1,305922378.51,63.58,normal
2020-21,Social Justice,Directorate of Social Justice,Uttar Pradesh,Gorakhpur,NSFDC Schemes,120292135.63,96616963.2,85390760.15,Q3,11,Sri Ram Suppliers,65037254.02,195182714.82,70.99,inflated
2020-21,Urban Development,Directorate of Urban Development,Uttar Pradesh,Jhansi,SBM Urban,395139497.68,327966897.55,279653679.62,Q4,1,Hindustan Construction Co,346527798.26,347779663.13,70.77,normal
2021-22,Social Justice,Directorate of Social Justice,Uttar Pradesh,Allahabad,Pradhan Mantri Adarsh Gram Yojana,41398561.74,37140808.96,26507503.76,Q2,9,Sri Ram Suppliers,40471051.02,38896591.73,64.03,repeat_vendor
2021-22,Water Resources,Directorate of Water Resources,Gujarat,Ahmedabad,PMKSY,279836438.56,251465052.79,179925264.48,Q2,9,Fortis Healthcare,237224776.13,217543102.76,64.3,normal
2021-22,Women & Child Development,Directorate of Women,Punjab,Patiala,Beti Bachao Beti Padhao,252279420.1,180442552.28,138814529.3,Q3,11,Agri Gold Farms,226356544.41,221603597.94,55.02,normal
2023-24,Health & Family Welfare,Directorate of Health,Gujarat,Gandhinagar,Janani Suraksha Yojana,472737295.84,443510396.39,317733907.22,Q3,12,Ganesh Construction Pvt Ltd,386444657.16,382220140.89,67.21,repeat_vendor
2020-21,Education,Directorate of Education,Madhya Pradesh,Indore,Samagra Shiksha,348843973.31,329656884.67,269204419.86,Q3,10,Tata Projects Ltd,299529257.24,313138725.73,77.17,normal
2022-23,Social Justice,Directorate of Social Justice,Rajasthan,Sikar,Ambedkar Social Innovation,322697536.33,231576097.81,215128170.24,Q4,3,Techno Electric,312045130.51,305162373.67,66.67,normal
2022-23,Water Resources,Directorate of Water Resources,West Bengal,Bardhaman,PMKSY,152737086.8,140673531.88,99168633.48,Q4,2,WAPCOS Ltd,129117271.95,123408396.64,64.93,normal
2021-22,Rural Development,Directorate of Rural Development,Uttar Pradesh,Agra,PMGSY,309696484.7,263207534.08,186437730.33,Q4,1,HG Infra Engineering,299744801.72,300922466.18,60.2,normal
2019-20,Education,Directorate of Education,Rajasthan,Kota,Samagra Shiksha,64110282.52,48189073.62,39996734.38,Q3,12,Shapoorji Pallonji,59821987.8,62615877.1,62.39,normal
2020-21,Education,Directorate of Education,Tamil Nadu,Tirunelveli,NIPUN Bharat,460296553.99,386573955.7,269257590.93,Q3,10,Kaveri Seeds,453650911.08,418904876.02,58.5,normal
2022-23,Social Justice,Directorate of Social Justice,Karnataka,Davangere,Ambedkar Social Innovation,333776978.0,298966962.25,278210590.56,Q3,12,Sri Ram Suppliers,313025861.78,320276809.16,83.35,repeat_vendor
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Jodhpur,Soil Health Card,420597581.19,305309562.07,203827949.86,Q4,3,PNC Infratech,385556035.57,359847767.74,48.46,normal
2023-24,Rural Development,Directorate of Rural Development,Bihar,Patna,MGNREGS,336107330.38,283439481.81,201872405.06,Q4,3,Apollo Hospitals,309431962.01,302232525.02,60.06,normal
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Telangana,Ramagundam,Kisan Credit Card,193670196.5,154273351.88,115487073.53,Q4,2,Agri Gold Farms,188801394.99,172402067.05,59.63,normal
2021-22,Women & Child Development,Directorate of Women,Punjab,Firozpur,PM Matru Vandana Yojana,485209975.93,461434721.77,320541009.72,Q2,9,IRB Infrastructure,402107023.35,380186026.59,66.06,normal
2022-23,Social Justice,Directorate of Social Justice,Tamil Nadu,Coimbatore,Venture Capital Fund SCs,205320858.74,181278361.65,156110175.88,Q1,4,Hindustan Construction Co,113141802.47,225344285.39,76.03,inflated
2022-23,Education,Directorate of Education,West Bengal,Durgapur,NIPUN Bharat,417458015.61,357593991.75,285468923.88,Q1,5,Tata Projects Ltd,400026600.92,369265993.58,68.38,normal
2021-22,Rural Development,Directorate of Rural Development,Telangana,Adilabad,MGNREGS,246451365.15,165966529.91,6488751.29,Q4,1,Engineers India Ltd,209483660.38,6388263.35,2.63,low_utilization
2022-23,Health & Family Welfare,Directorate of Health,Odisha,Puri,PMJAY,314370027.69,281168977.63,193519266.55,Q4,2,Tata Projects Ltd,304642165.83,281619469.3,61.56,normal
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Ajmer,Kisan Credit Card,27391275.86,24053626.92,22986849.4,Q3,10,NBCC India Ltd,23500926.9,23017791.31,83.92,normal
2019-20,Health & Family Welfare,Directorate of Health,Karnataka,Mangaluru,National Health Mission,161980823.46,151711007.28,137444211.26,Q2,9,Engineers India Ltd,151790406.39,152284028.23,84.85,normal
2019-20,Health & Family Welfare,Directorate of Health,Karnataka,Davangere,National Health Mission,141427462.27,102336678.53,17125549.93,Q2,9,Afcons Infrastructure,120213342.93,16392049.78,12.11,low_utilization
2023-24,Education,Directorate of Education,Karnataka,Mangaluru,PM POSHAN,230785187.95,214463258.25,202773106.43,Q1,5,Nuziveedu Seeds,200700488.38,201434571.6,87.86,normal
2021-22,Education,Directorate of Education,Gujarat,Bhavnagar,PM POSHAN,407472480.1,382986749.19,266388343.6,Q1,6,Techno Electric,351031700.38,326977657.14,65.38,normal
2019-20,Health & Family Welfare,Directorate of Health,West Bengal,Howrah,Ayushman Bharat,22215953.46,20484340.98,16680672.15,Q4,2,NBCC India Ltd,19856985.06,20577384.46,75.08,normal
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Maharashtra,Aurangabad,PM-KISAN,103495192.09,86620959.76,71055756.54,Q1,6,Balaji Trading Co,44410966.31,126334864.1,68.66,inflated
2020-21,Rural Development,Directorate of Rural Development,Odisha,Puri,PMGSY,285547443.24,246106896.49,161070806.09,Q2,9,GR Infraprojects,269317590.98,281339812.39,56.41,normal
2020-21,Education,Directorate of Education,Karnataka,Bengaluru,Samagra Shiksha,349368320.48,310444216.09,212450587.41,Q4,2,Max Healthcare,348061761.52,335397108.68,60.81,normal
2021-22,Social Justice,Directorate of Social Justice,Bihar,Arrah,PM SVANidhi,56047764.45,51196081.09,44822880.25,Q1,5,Shapoorji Pallonji,45760174.25,44573014.38,79.97,normal
2021-22,Power & Energy,Directorate of Power,Madhya Pradesh,Satna,RDSS,277404029.66,260621747.96,185148607.52,Q4,1,Hindustan Construction Co,271564932.66,277095477.43,66.74,normal
2019-20,Water Resources,Directorate of Water Resources,Rajasthan,Jaipur,National River Conservation Plan,261808525.78,227219084.11,305908454.11,Q4,2,KEC International,248718099.49,328589490.69,116.84,overspent
2021-22,Education,Directorate of Education,Maharashtra,Solapur,PM POSHAN,422170721.0,323046512.83,253883981.51,Q2,9,Mahindra Agri,361253033.83,363790500.83,60.14,normal
2021-22,Urban Development,Directorate of Urban Development,Odisha,Sambalpur,SBM Urban,301979550.79,252355009.8,186552179.88,Q4,3,Kaveri Seeds,248108613.53,232627499.23,61.78,normal
2019-20,Women & Child Development,Directorate of Women,Bihar,Bhagalpur,POSHAN 2.0,249569319.42,187213624.53,157908487.23,Q1,4,Apollo Hospitals,207279131.95,205889328.32,63.27,normal
2020-21,Health & Family Welfare,Directorate of Health,Maharashtra,Kolhapur,Janani Suraksha Yojana,249451623.07,212503515.23,193172944.09,Q3,12,Tata Projects Ltd,247085848.57,223548395.9,77.44,normal
2021-22,Power & Energy,Directorate of Power,Maharashtra,Thane,UDAY Scheme,230368463.17,197164681.18,182439520.74,Q4,2,BHEL,225056176.96,208091810.67,79.19,normal
2022-23,Power & Energy,Directorate of Power,Rajasthan,Bikaner,UDAY Scheme,337837265.49,321893415.83,412723310.93,Q1,6,Nuziveedu Seeds,320945402.22,435928902.42,122.17,overspent
2021-22,Education,Directorate of Education,Karnataka,Bengaluru,National Scholarship Portal,485464508.46,438332975.74,652141408.84,Q4,3,Apollo Hospitals,461191283.04,656147120.43,134.33,overspent
2021-22,Urban Development,Directorate of Urban Development,Uttar Pradesh,Agra,Housing for All,171287005.71,136454088.4,104299657.54,Q1,6,Max Healthcare,138963409.06,130157899.95,60.89,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Telangana,Khammam,AMRUT,58121176.95,49446981.14,32731965.12,Q1,5,Pearson India,53100081.56,54969813.85,56.32,normal
2019-20,Rural Development,Directorate of Rural Development,Uttar Pradesh,Jhansi,Shyama Prasad Mukherji Rurban Mission,285606416.81,207739593.98,167495190.79,Q3,11,GR Infraprojects,247676026.07,241586979.92,58.65,normal
2022-23,Water Resources,Directorate of Water Resources,Rajasthan,Bikaner,PMKSY,318086656.0,259261057.34,238537506.85,Q2,8,Ganesh Construction Pvt Ltd,145515456.17,271610987.88,74.99,inflated
2019-20,Urban Development,Directorate of Urban Development,West Bengal,Siliguri,HRIDAY,169082192.52,156288079.15,125356461.11,Q1,6,GR Infraprojects,147010760.64,134000196.41,74.14,normal
2023-24,Rural Development,Directorate of Rural Development,Karnataka,Belagavi,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,207742811.08,175397958.62,151701568.04,Q3,10,HG Infra Engineering,202794234.74,201613280.86,73.02,normal
2022-23,Social Justice,Directorate of Social Justice,Rajasthan,Sikar,NSFDC Schemes,266826948.18,257586163.9,314887109.78,Q3,12,Laxmi Infra Works,253485600.77,337767281.66,118.01,overspent
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,Karnataka,Mangaluru,Soil Health Card,76085854.35,52505531.99,4707761.8,Q2,7,Apollo Hospitals,64672976.2,4755842.25,6.19,low_utilization
2021-22,Health & Family Welfare,Directorate of Health,Telangana,Karimnagar,Janani Suraksha Yojana,81131570.75,54426217.67,3165284.46,Q3,12,NCC Limited,68961835.14,3049543.05,3.9,low_utilization
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Satna,Smart Cities Mission,323814103.55,241118579.8,167253783.9,Q4,2,WAPCOS Ltd,310192529.11,292097695.7,51.65,normal
2019-20,Social Justice,Directorate of Social Justice,Rajasthan,Jaipur,Pradhan Mantri Adarsh Gram Yojana,157638482.33,113153355.85,108132550.52,Q1,4,Narayana Health,147287059.12,152126603.0,68.6,normal
2019-20,Power & Energy,Directorate of Power,Punjab,Jalandhar,SAUBHAGYA,332444350.63,304862254.47,249402702.1,Q1,6,Mahindra Agri,324769198.75,303890283.3,75.02,normal
2022-23,Health & Family Welfare,Directorate of Health,Tamil Nadu,Erode,PMJAY,109786184.21,83432056.66,61560772.43,Q2,8,Everonn Education,93412802.69,92331282.49,56.07,normal
2021-22,Women & Child Development,Directorate of Women,Karnataka,Davangere,POSHAN 2.0,341686485.32,333447299.39,312571650.57,Q4,2,Larsen & Toubro Ltd,169149966.13,391554262.55,91.48,inflated
2020-21,Rural Development,Directorate of Rural Development,Uttar Pradesh,Lucknow,MGNREGS,192960416.05,184295050.08,254890507.71,Q3,12,Kalpataru Power,183312395.25,268524873.52,132.09,overspent
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Jamnagar,PMGSY,46034913.53,36694065.48,27615829.76,Q3,11,Balaji Trading Co,45260521.59,45855030.77,59.99,repeat_vendor
2022-23,Power & Energy,Directorate of Power,Uttar Pradesh,Allahabad,DDUGJY,207067697.95,185010267.72,170059644.75,Q4,3,M/s Shiv Enterprises,199795516.25,203761101.36,82.13,repeat_vendor
2023-24,Social Justice,Directorate of Social Justice,Maharashtra,Solapur,Pradhan Mantri Adarsh Gram Yojana,347909839.61,275687875.87,13618523.3,Q3,11,Agri Gold Farms,295723363.67,13691673.19,3.91,low_utilization
2021-22,Education,Directorate of Education,Uttar Pradesh,Gorakhpur,PM POSHAN,42033793.66,35501004.41,34091354.23,Q3,12,Dilip Buildcon Ltd,40747226.92,40863886.51,81.1,normal
2021-22,Water Resources,Directorate of Water Resources,Gujarat,Anand,Atal Bhujal Yojana,296917187.34,231269762.79,156571401.92,Q2,9,Narayana Health,248334959.0,256147204.79,52.73,normal
2023-24,Urban Development,Directorate of Urban Development,Bihar,Patna,Smart Cities,487089658.3,436604336.48,307370285.07,Q2,7,NIIT Technologies,449876402.91,445404140.94,63.1,normal
2023-24,Education,Directorate of Education,Maharashtra,Solapur,PM POSHAN,359573128.49,344326125.28,273803492.21,Q1,4,Mahindra Agri,296181274.01,298264778.0,76.15,normal
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Ujjain,Smart Cities Mission,428312526.1,428004619.72,486087677.06,Q2,8,PNC Infratech,406896899.8,506422231.03,113.49,overspent
2021-22,Power & Energy,Directorate of Power,Rajasthan,Jaipur,National Solar Mission,226037369.03,195118364.16,167238951.2,Q2,9,IRB Infrastructure,181296447.31,166789239.83,73.99,normal
2022-23,Water Resources,Directorate of Water Resources,Punjab,Firozpur,Atal Bhujal Yojana,299000774.13,255932700.48,170624198.17,Q4,3,RITES Ltd,267362451.13,254835251.0,57.06,normal
2021-22,Urban Development,Directorate of Urban Development,Telangana,Hyderabad,Smart Cities,488784412.98,425162150.62,644055474.45,Q4,2,Shapoorji Pallonji,464345192.33,681442051.67,131.77,overspent
